uid,complexity
0049/00492901,7
0062/00620525,4
0010/00107175,1
0020/00203043,8
0003/00039093,4
0083/00835910,4
0077/00770723,16
0058/00582344,31
0057/00576254,4
0071/00715465,8
0060/00601800,6
0045/00451530,2
0066/00663564,12
0043/00437777,1
0044/00443289,4
0061/00613377,12
0070/00705847,8
0045/00458495,5
0023/00232582,12
0038/00382740,8
0099/00992712,13
0068/00684693,21
0030/00308664,8
0027/00272334,12
0049/00496538,12
0034/00344147,15
0057/00570116,4
0003/00035494,4
0067/00677164,2
0080/00803447,4
0076/00769916,6
0035/00353592,11
0007/00076369,1
0045/00454738,10
0048/00484856,4
0016/00162559,12
0073/00735054,12
0022/00229510,4
0043/00433287,2
0082/00824264,10
0079/00796203,4
0031/00317572,5
0088/00889719,12
0025/00258021,17
0022/00227550,16
0057/00571475,4
0008/00081457,4
0095/00959815,4
0085/00850179,4
0060/00606035,9
0035/00354890,2
0091/00910409,4
0049/00493164,6
0084/00841644,2
0023/00238550,11
0080/00803696,2
0010/00104086,6
0032/00322274,31
0078/00783669,4
0053/00530407,6
0081/00812491,4
0095/00953901,4
0014/00143697,38
0055/00556536,10
0085/00851395,4
0053/00536040,20
0046/00465727,12
0026/00267155,11
0042/00424967,5
0084/00849401,5
0079/00799419,4
0049/00496460,8
0084/00842383,6
0028/00284633,2
0023/00236036,8
0015/00152853,5
0045/00456675,12
0068/00688574,13
0025/00250245,3
0070/00703446,1
0073/00731633,6
0031/00313408,7
0010/00101308,3
0034/00341718,2
0094/00949465,13
0080/00806984,12
0056/00565669,4
0099/00999179,1
0044/00446920,9
0089/00892014,19
0044/00441904,34
0032/00327737,8
0087/00873751,3
0004/00047021,10
0040/00403140,2
0082/00820054,4
0089/00890253,2
0094/00946816,16
0031/00314701,4
0018/00183803,4
0025/00251358,5
0071/00713707,20
0076/00765590,14
0010/00102645,8
0021/00218251,9
0078/00784265,1
0042/00425523,17
0037/00371464,4
0077/00777268,8
0081/00815413,4
0028/00284868,18
0016/00163117,22
0086/00864037,21
0017/00176281,12
0092/00923524,4
0035/00352344,4
0048/00484841,1
0047/00470073,7
0049/00496315,20
0013/00131829,9
0006/00066248,2
0019/00193262,2
0046/00467369,8
0039/00397977,4
0071/00712482,4
0029/00290319,1
0048/00482952,10
0061/00615861,4
0040/00407172,5
0076/00765520,6
0032/00326726,12
0085/00853393,24
0076/00761703,8
0097/00974513,20
0062/00626963,25
0012/00121066,9
0094/00948132,8
0028/00285590,12
0090/00908798,4
0026/00260995,8
0063/00639140,5
0058/00581350,4
0039/00394750,24
0060/00602224,8
0096/00963546,18
0055/00557693,2
0063/00632040,1
0026/00262900,13
0071/00715689,1
0041/00414309,12
0012/00125268,7
0072/00727877,12
0002/00020966,17
0042/00424518,8
0055/00550811,1
0084/00841183,12
0002/00021003,34
0010/00109875,1
0027/00274465,8
0044/00448471,8
0042/00420323,12
0005/00052907,10
0026/00266467,1
0062/00621402,4
0054/00545134,13
0081/00811363,4
0029/00295992,12
0026/00263969,6
0053/00531912,16
0083/00831227,4
0009/00098831,18
0016/00166769,16
0083/00837507,16
0026/00261293,8
0098/00982248,8
0071/00718359,10
0029/00291336,1
0099/00998013,8
0072/00727972,3
0052/00520137,12
0045/00456905,4
0076/00760106,1
0007/00079730,24
0033/00332304,5
0030/00308471,13
0003/00036311,1
0058/00584339,21
0083/00832215,4
0038/00383972,16
0060/00606148,4
0073/00732248,8
0027/00276449,4
0044/00444676,16
0095/00951148,1
0089/00891802,4
0006/00060198,4
0059/00596737,36
0098/00986755,4
0040/00402832,8
0046/00462333,1
0047/00472608,8
0081/00819928,2
0075/00758021,1
0022/00227949,6
0027/00270800,5
0051/00516979,8
0009/00093638,4
0001/00015230,12
0019/00190502,6
0002/00021033,4
0041/00416392,8
0045/00453306,14
0064/00646781,5
0050/00508404,33
0087/00878064,35
0003/00032114,4
0031/00312997,5
0062/00627453,26
0094/00948839,17
0003/00031684,4
0019/00194778,12
0030/00303410,8
0001/00018438,20
0085/00852985,6
0094/00942222,4
0016/00164525,6
0029/00292466,4
0021/00211316,6
0056/00569539,14
0039/00397291,20
0070/00709311,10
0044/00444397,8
0002/00027056,28
0027/00274566,4
0031/00315788,8
0041/00416848,4
0062/00625410,2
0002/00020456,5
0063/00637879,4
0055/00554344,7
0082/00829338,12
0090/00904477,2
0073/00738653,16
0074/00747063,17
0076/00768052,2
0014/00146778,4
0002/00026917,4
0087/00871040,4
0004/00043754,4
0032/00322515,12
0095/00953955,4
0007/00078067,6
0034/00345175,1
0006/00063683,4
0014/00140378,4
0025/00257724,14
0064/00648851,2
0028/00281305,3
0081/00810891,8
0034/00344774,6
0025/00254175,24
0097/00975669,36
0081/00811924,6
0031/00319685,1
0052/00522849,4
0081/00813010,2
0024/00244792,16
0080/00807021,8
0021/00217413,14
0044/00447175,2
0012/00125524,16
0072/00722572,1
0059/00598573,6
0056/00562749,4
0087/00870039,8
0075/00754949,2
0096/00963128,10
0047/00473408,4
0047/00479712,4
0013/00132211,28
0073/00737540,8
0017/00176029,2
0055/00550432,24
0073/00737125,4
0000/00009936,4
0070/00702561,4
0016/00162993,14
0028/00287465,4
0030/00308075,3
0030/00308358,1
0056/00561872,1
0088/00881313,4
0044/00444092,10
0027/00274359,4
0094/00945079,20
0034/00344929,5
0069/00692976,2
0019/00192176,3
0053/00531239,10
0014/00146976,8
0097/00974349,4
0023/00238279,4
0040/00408243,1
0059/00596733,4
0042/00427128,8
0091/00917933,4
0056/00561736,3
0001/00017028,1
0008/00088934,24
0047/00474130,13
0057/00576633,4
0070/00702943,14
0057/00576220,24
0043/00438081,2
0020/00207285,14
0071/00712510,4
0074/00748570,14
0083/00834731,5
0005/00056660,16
0006/00063302,12
0018/00180834,12
0075/00758051,4
0089/00890050,11
0061/00615237,4
0036/00363745,4
0085/00858571,4
0047/00474440,4
0082/00822473,14
0032/00321581,6
0072/00728568,1
0028/00288458,1
0072/00722753,4
0024/00247095,4
0057/00578980,6
0009/00095224,4
0092/00927451,8
0044/00449096,16
0001/00013934,2
0029/00294643,27
0044/00449334,5
0081/00812417,5
0019/00199152,4
0013/00138526,4
0000/00009843,26
0082/00826462,9
0086/00866390,8
0051/00517424,4
0032/00327686,12
0011/00118301,8
0099/00993855,12
0020/00206242,4
0081/00810725,8
0035/00359844,8
0092/00923421,8
0007/00077001,2
0019/00192201,13
0094/00942831,7
0092/00922933,4
0035/00353156,40
0045/00459561,2
0022/00223918,22
0003/00035882,4
0077/00777951,2
0051/00516355,4
0080/00808272,16
0090/00902581,16
0057/00571431,26
0051/00512488,4
0082/00821756,8
0090/00901618,8
0084/00845763,4
0044/00442944,4
0039/00390556,4
0017/00175911,41
0029/00295936,2
0038/00389385,8
0094/00947136,1
0001/00012422,1
0089/00896311,4
0041/00419235,8
0038/00387293,20
0050/00508776,18
0024/00247188,12
0052/00523833,13
0006/00065982,10
0030/00305480,4
0087/00875176,12
0025/00251959,6
0075/00757590,12
0070/00704415,8
0085/00851685,12
0039/00397242,18
0077/00772635,8
0081/00810610,8
0049/00493984,11
0073/00738915,14
0056/00567920,8
0081/00817561,11
0080/00803730,1
0033/00331034,7
0057/00573109,4
0082/00829738,8
0061/00617324,16
0023/00234430,2
0028/00284092,12
0071/00716339,4
0062/00626504,9
0045/00459447,21
0054/00545975,2
0028/00281465,8
0083/00836879,7
0018/00182105,8
0024/00249813,4
0036/00368204,4
0001/00017376,30
0052/00524103,7
0012/00120084,5
0075/00752970,5
0025/00256958,8
0098/00982436,36
0078/00783547,9
0087/00875691,4
0015/00157185,5
0021/00217946,32
0095/00953253,1
0065/00653334,9
0091/00913342,17
0011/00117818,14
0017/00179514,5
0066/00666637,16
0012/00121026,8
0047/00475411,4
0047/00477621,24
0068/00686020,2
0068/00686110,21
0029/00290144,30
0096/00965893,2
0029/00290432,4
0036/00365430,1
0073/00735830,12
0028/00285053,13
0042/00426769,4
0050/00502648,4
0046/00466308,4
0069/00696940,5
0094/00947082,2
0080/00804211,4
0027/00275446,8
0083/00838260,9
0004/00047323,28
0069/00692390,2
0023/00239882,2
0021/00218861,4
0022/00221852,13
0084/00840289,13
0044/00440366,9
0020/00201748,4
0095/00952118,12
0034/00342277,5
0013/00130000,1
0018/00181758,4
0036/00366611,5
0019/00199175,4
0060/00606120,1
0040/00408337,4
0090/00908437,10
0070/00702979,8
0048/00486544,13
0032/00323266,9
0000/00000843,5
0031/00314147,7
0077/00772839,4
0093/00936959,4
0048/00486940,14
0075/00750162,31
0041/00418704,4
0032/00321190,10
0004/00040170,6
0002/00021673,4
0068/00681310,1
0013/00137242,7
0072/00722184,4
0023/00237376,16
0032/00327436,8
0072/00727954,8
0042/00424379,4
0081/00813452,4
0058/00586695,2
0028/00282928,8
0052/00524325,4
0006/00069706,18
0058/00586954,1
0033/00336802,11
0064/00644386,1
0075/00754202,4
0066/00668461,24
0003/00030093,6
0069/00692524,10
0024/00242914,8
0082/00825805,12
0067/00673733,2
0032/00323428,17
0074/00745609,16
0030/00307303,9
0084/00842404,1
0005/00054860,1
0069/00693688,8
0066/00660005,16
0040/00407927,3
0026/00260033,1
0043/00436925,27
0058/00582668,7
0094/00941045,1
0099/00995562,2
0022/00220291,4
0013/00132747,4
0093/00931422,4
0047/00474037,1
0074/00746204,4
0064/00646971,9
0023/00238102,16
0011/00118121,1
0049/00499744,23
0066/00669951,4
0091/00914281,17
0036/00368178,4
0029/00294672,4
0003/00039057,4
0097/00972987,8
0081/00811836,8
0065/00656759,12
0083/00837264,12
0050/00509830,4
0036/00360191,6
0076/00762792,6
0074/00747259,4
0042/00424965,5
0014/00149502,10
0023/00235587,13
0043/00431973,8
0074/00741704,32
0022/00221853,14
0049/00499547,24
0074/00745007,16
0005/00059932,6
0086/00863731,10
0015/00151387,2
0080/00807897,12
0007/00078783,9
0068/00682062,8
0061/00618938,15
0086/00860853,4
0033/00335384,2
0031/00313634,4
0002/00020835,2
0092/00929668,8
0021/00216931,16
0025/00257628,19
0047/00475958,1
0095/00953278,10
0080/00808864,24
0054/00544435,4
0031/00317669,8
0018/00180611,1
0084/00841695,30
0078/00785560,4
0074/00748832,1
0068/00687089,1
0065/00651814,4
0073/00738818,4
0042/00420457,4
0073/00736812,10
0063/00630511,1
0085/00854247,8
0051/00519328,1
0042/00423831,26
0069/00695908,4
0086/00866532,6
0033/00333015,17
0028/00286457,12
0005/00054779,4
0086/00866422,8
0083/00838490,4
0010/00104949,2
0082/00828358,7
0073/00733437,8
0076/00763359,1
0017/00179089,6
0036/00361389,6
0009/00097999,16
0077/00772351,34
0011/00119598,6
0042/00425471,4
0012/00121930,2
0074/00742908,14
0023/00233017,10
0044/00446471,4
0066/00666305,14
0036/00360508,3
0092/00926419,8
0052/00522900,5
0008/00083438,4
0083/00832605,2
0085/00859193,6
0021/00217956,12
0042/00424004,6
0040/00400605,1
0038/00381955,1
0076/00769273,4
0061/00613290,12
0074/00744473,5
0050/00501628,4
0092/00920172,14
0035/00356953,13
0022/00224225,8
0082/00821617,4
0003/00035561,11
0003/00034276,4
0022/00224044,4
0017/00170136,6
0034/00342314,12
0061/00619463,5
0045/00457064,2
0047/00478326,10
0079/00797558,2
0066/00666589,6
0049/00499984,4
0073/00734937,5
0061/00613173,14
0031/00314922,8
0016/00162018,19
0035/00359886,6
0068/00689352,4
0095/00959188,20
0009/00094218,4
0018/00185413,4
0055/00551488,29
0000/00002083,4
0099/00990984,10
0025/00255185,6
0093/00934836,1
0049/00492922,8
0049/00490986,4
0034/00347612,4
0099/00994722,9
0093/00932569,7
0046/00464027,12
0068/00683081,4
0052/00526755,11
0038/00380997,28
0013/00139537,8
0029/00298718,4
0074/00742716,14
0079/00792711,3
0061/00619665,4
0027/00275351,35
0072/00721664,5
0009/00090985,10
0077/00770190,2
0012/00127349,12
0094/00948100,4
0050/00501772,21
0052/00523625,8
0065/00659539,4
0098/00987015,4
0043/00438051,4
0013/00133212,1
0054/00540032,8
0023/00239382,1
0030/00301393,9
0081/00819992,10
0043/00430371,7
0098/00987677,7
0010/00105159,15
0072/00727938,4
0067/00677422,4
0053/00531949,16
0017/00170036,6
0069/00695199,14
0084/00844550,32
0060/00608610,4
0020/00204159,20
0022/00222988,5
0043/00433244,8
0059/00598919,28
0047/00476324,4
0095/00958676,8
0049/00498147,20
0061/00618434,33
0049/00497405,4
0030/00302654,12
0049/00499837,15
0010/00109117,1
0018/00184454,2
0071/00712119,4
0092/00929061,4
0056/00564493,4
0036/00364455,5
0064/00643833,16
0080/00802817,8
0063/00632016,13
0040/00408821,14
0087/00874799,6
0007/00076636,4
0036/00369309,24
0094/00944455,2
0042/00422315,3
0078/00784792,9
0058/00587991,2
0000/00004115,1
0014/00147511,4
0067/00676065,4
0062/00626968,6
0035/00359888,14
0021/00218185,22
0059/00596525,4
0028/00282036,1
0068/00681177,1
0070/00701897,4
0003/00031860,4
0009/00097882,30
0038/00385561,4
0003/00037114,4
0019/00198060,4
0025/00252014,6
0044/00446738,14
0041/00418817,4
0030/00306252,3
0080/00803295,8
0058/00586207,2
0048/00485814,4
0048/00489327,5
0033/00335043,14
0015/00152358,8
0086/00865709,4
0017/00175169,1
0041/00418934,8
0061/00619342,2
0063/00638781,4
0018/00182115,4
0061/00619158,10
0027/00271607,1
0063/00637147,15
0031/00318072,5
0000/00002407,6
0067/00670425,10
0057/00579474,1
0073/00732995,8
0066/00666770,7
0078/00788604,4
0049/00496482,5
0057/00573656,13
0089/00893721,12
0001/00017463,6
0067/00678431,1
0045/00458007,8
0084/00840097,11
0042/00428007,5
0030/00308006,5
0028/00280428,6
0088/00887002,1
0034/00342154,12
0048/00489656,1
0013/00138016,9
0084/00844979,1
0083/00834952,4
0049/00497043,8
0038/00389652,1
0009/00093483,4
0090/00901960,2
0087/00874091,6
0004/00047512,8
0097/00973078,10
0055/00551569,5
0095/00957880,2
0024/00241494,18
0020/00200576,1
0016/00163493,20
0004/00049462,2
0073/00738351,4
0063/00630661,1
0057/00571925,13
0018/00185496,3
0079/00791344,8
0004/00041748,8
0008/00085797,1
0072/00728036,2
0099/00999442,8
0047/00479307,4
0077/00772660,2
0034/00343113,4
0061/00615723,4
0053/00530475,8
0079/00796552,4
0084/00847389,5
0082/00824960,8
0030/00301893,8
0071/00717351,8
0084/00845031,4
0072/00727070,1
0066/00665633,5
0022/00226270,13
0074/00748550,4
0059/00594062,5
0006/00062409,5
0084/00842490,8
0067/00675765,9
0072/00721189,13
0029/00296714,2
0016/00165730,4
0076/00763407,4
0089/00898250,6
0074/00749526,4
0075/00752696,5
0038/00380092,4
0068/00684894,1
0019/00199716,11
0011/00117125,4
0051/00518618,36
0016/00161458,16
0061/00615301,13
0044/00444551,8
0085/00857051,6
0087/00871820,17
0002/00029597,4
0050/00508743,7
0090/00906767,8
0010/00103714,1
0074/00749320,12
0018/00182602,7
0096/00967438,8
0045/00450164,2
0058/00584123,7
0073/00735174,30
0024/00244726,7
0079/00792318,20
0058/00584356,4
0027/00274265,1
0056/00567009,4
0048/00487225,20
0004/00040172,9
0014/00140787,8
0087/00873163,6
0080/00808854,7
0039/00396521,15
0062/00622281,5
0010/00104233,4
0084/00842358,1
0075/00757865,3
0091/00919470,2
0050/00501013,26
0095/00951249,3
0071/00711807,8
0053/00532480,10
0091/00917721,28
0009/00091315,8
0073/00736728,1
0031/00319134,4
0014/00142860,8
0092/00924792,8
0001/00013702,1
0019/00199854,1
0083/00835566,8
0079/00790789,6
0076/00763301,1
0051/00513970,5
0000/00008830,20
0095/00956814,4
0068/00689633,4
0044/00442907,4
0080/00806237,32
0033/00337014,4
0021/00214608,4
0077/00779947,34
0018/00181687,4
0052/00520825,4
0037/00370818,1
0029/00290617,10
0022/00226963,16
0068/00684060,1
0037/00377374,1
0095/00951842,1
0059/00590615,3
0058/00586668,4
0009/00094312,1
0032/00327381,4
0043/00436857,14
0028/00281514,4
0022/00229456,12
0023/00239486,8
0018/00182223,12
0019/00191190,12
0027/00279851,1
0070/00702765,12
0090/00906170,2
0012/00127177,4
0072/00727913,12
0010/00105258,13
0010/00105470,7
0044/00443245,8
0055/00554248,4
0039/00395298,24
0054/00540330,6
0075/00755447,1
0018/00180728,8
0086/00861895,4
0028/00287805,9
0061/00617625,1
0037/00371649,33
0092/00922322,16
0023/00236177,4
0021/00216291,2
0066/00660777,4
0014/00149209,2
0012/00126307,20
0078/00783540,7
0011/00119458,23
0081/00819336,4
0091/00916659,6
0066/00662968,13
0050/00509003,1
0041/00411385,4
0095/00953582,15
0060/00600155,4
0001/00012752,3
0007/00079465,4
0092/00921654,3
0014/00147631,4
0026/00267613,28
0098/00983583,10
0036/00364191,8
0018/00185036,4
0066/00669847,4
0022/00221315,14
0014/00146652,1
0046/00464028,4
0027/00272545,9
0053/00531154,4
0051/00517663,2
0047/00473710,4
0071/00712917,24
0031/00313344,5
0013/00139798,8
0043/00439575,37
0077/00776874,4
0086/00862032,4
0007/00078253,4
0055/00550183,6
0058/00589571,1
0003/00030678,12
0068/00683786,4
0042/00422394,6
0028/00287585,21
0092/00922928,22
0061/00619413,4
0033/00339097,42
0062/00620681,4
0077/00778532,10
0082/00825769,2
0044/00446690,4
0092/00920830,25
0065/00650809,8
0058/00583947,4
0024/00249684,6
0018/00180788,9
0033/00337429,4
0059/00593720,5
0009/00092560,5
0034/00340655,4
0047/00470644,2
0057/00579276,9
0086/00866934,1
0040/00406482,14
0031/00317076,12
0065/00656790,16
0010/00109743,5
0064/00649243,28
0091/00914482,28
0073/00733412,4
0016/00165047,1
0038/00385394,8
0078/00786284,4
0047/00477539,2
0061/00616582,2
0067/00673593,4
0085/00852911,4
0089/00896998,20
0057/00572611,8
0074/00741997,18
0008/00080857,4
0050/00506451,14
0057/00578168,4
0032/00320697,3
0073/00731707,2
0033/00335480,8
0014/00143756,14
0081/00810390,12
0093/00930679,8
0057/00571917,16
0050/00508127,25
0032/00321606,4
0047/00479374,4
0030/00305413,4
0099/00998686,9
0068/00685726,24
0077/00771423,21
0066/00665044,26
0034/00349714,4
0036/00365681,20
0035/00359891,4
0089/00892398,12
0003/00038488,8
0081/00811354,6
0067/00672338,6
0042/00426055,8
0057/00577861,12
0095/00952618,16
0043/00434839,4
0094/00948224,6
0050/00500062,4
0037/00373686,4
0089/00890765,2
0065/00650692,8
0046/00467011,1
0031/00319963,12
0041/00419225,9
0033/00333066,9
0089/00897443,4
0030/00307677,11
0041/00413153,4
0016/00162417,1
0068/00680054,6
0059/00596125,18
0052/00524944,11
0089/00897303,4
0043/00437678,4
0009/00096764,10
0052/00524125,4
0066/00667066,10
0043/00430048,8
0027/00277709,8
0035/00352053,1
0030/00307272,4
0016/00161629,1
0015/00151873,2
0018/00181391,12
0072/00727969,3
0005/00056078,1
0007/00073357,8
0090/00908944,4
0043/00437276,5
0018/00186634,6
0066/00664778,14
0050/00502628,4
0061/00611343,4
0031/00312662,8
0060/00601146,1
0033/00338767,1
0074/00740480,4
0096/00965849,4
0042/00427324,4
0094/00948391,6
0050/00503558,5
0067/00679629,4
0032/00321503,4
0034/00344066,23
0029/00291857,8
0071/00715919,32
0041/00413550,13
0056/00569439,9
0034/00346497,14
0087/00878694,8
0049/00491146,5
0005/00053235,2
0097/00971647,6
0004/00049880,12
0021/00214780,1
0030/00308138,12
0063/00636777,9
0096/00962400,4
0027/00276679,24
0019/00191233,4
0029/00299036,4
0067/00679689,2
0092/00925258,13
0098/00980293,8
0090/00900546,18
0047/00474803,13
0029/00293820,7
0024/00243462,23
0012/00127184,4
0024/00247354,15
0080/00804779,7
0003/00039756,4
0054/00546489,6
0093/00939122,2
0018/00188682,4
0051/00516860,2
0024/00244893,4
0018/00188740,7
0047/00472918,2
0068/00684488,12
0026/00262444,4
0043/00436715,4
0072/00724093,4
0006/00063388,4
0005/00051480,2
0013/00132499,4
0084/00848817,7
0053/00533291,6
0017/00170544,4
0013/00133804,4
0077/00771703,5
0068/00689970,8
0020/00201954,4
0049/00493701,4
0040/00409387,2
0022/00221262,4
0057/00575605,4
0051/00519025,10
0008/00088087,3
0099/00991572,9
0058/00587659,4
0080/00808344,8
0019/00193671,6
0050/00508709,11
0059/00593706,6
0060/00606140,16
0010/00106682,8
0057/00575749,4
0052/00528759,1
0053/00535286,28
0027/00271197,8
0065/00653123,12
0015/00150903,9
0002/00021322,20
0037/00373180,1
0007/00072054,10
0001/00018480,4
0063/00633004,1
0049/00498478,12
0007/00074961,14
0079/00795954,7
0018/00181374,4
0053/00532969,4
0027/00272666,8
0025/00255255,19
0064/00646998,4
0017/00178892,4
0006/00065523,7
0012/00123930,7
0007/00073483,11
0034/00347256,8
0043/00435136,8
0028/00281848,18
0021/00217908,8
0072/00721094,12
0021/00217335,6
0028/00284732,2
0066/00664567,13
0045/00457817,29
0018/00180161,10
0058/00588331,10
0014/00148476,2
0039/00394698,4
0032/00325753,4
0014/00146365,6
0089/00895281,18
0010/00103051,3
0024/00242510,11
0046/00462186,13
0068/00684803,4
0085/00855611,4
0056/00568700,4
0050/00502483,36
0073/00731137,18
0080/00800639,16
0060/00603693,4
0029/00298717,4
0026/00260500,4
0049/00496969,5
0009/00096899,10
0030/00307829,11
0057/00571566,10
0049/00495688,3
0014/00146028,1
0016/00165633,1
0068/00689551,1
0058/00581654,18
0036/00362539,12
0065/00655934,8
0089/00891124,13
0026/00260490,9
0009/00091547,8
0055/00555749,5
0022/00228866,9
0089/00891142,3
0099/00995097,2
0015/00155767,1
0029/00296838,4
0064/00644963,1
0064/00642586,24
0084/00841397,8
0044/00444105,10
0085/00856196,4
0072/00722921,4
0078/00785724,4
0079/00790793,24
